id	content	trian
962	如图，四边形ABCD为正方形，以AB为边向正方形外作等边△ABE，CE、BD交于点F，求∠AFD．	1
700	如图，∠B+∠C+∠D=360°，求证：AB∥DE．	0
586	如图，已知△ABC，分别以它的三边为边长，在BC边的同侧作三个等边三角形，即△ABD，△BCE，△ACF，求证：四边形ADEF是平行四边形．	1
579	如图，以△ABC的三边分别作等边△ABD，△BCE，△ACF．（1）求证：四边形ADEF是平行四边形；（2）平行四边形ADEF是否一定存在？试证明你的结论．	1
1178	如图，在△ABC，D，E分别是AB，AC上的点，△ADE∽△ACB，相似比为AD：AC=2：3，△ABC的角平分线AF交DE于点G，交BC于点F，求AG与GF的比．	1
693	如图，∠1=∠2，∠D=55°，说明AE∥CD并求∠BAE的度数．	0
391	（2019春?平川区期末）已知△ABC中，AB=AC，线段AB的垂直平分线MN分别交AC、AB于点D、E，若△DBC的周长为25cm，BC=10cm，求△ABC的周长．	1
87	如图所示，△ACB，△ECD是等边三角形，且E点在BC上，AE的延长线交DB于F点，请你在图中找出一对全等三角形，并写出证明它们全等的过程．	1
222	已知△ABC≌△DEF，△ABC的周长为28cm，AB=8cm，EF=9cm，求线段AC的长．	1
1162	如图所示，若AD/AE=AC/AB，找出与△ADE相似的三角形．	1
191	如图，点A，O，B在同一直线上，且△ACO≌△BDO．证明：（1）点C，O，D在同一直线上；（2）AC∥BD．	1
955	（2018春?南昌期中）已知：如图，E是正方形ABCD对角线AC上一点，且AE=AB，EF⊥AC，交BC于F．求证：BF=EC．	1
233	Rt△ABC和Rt△DEC是两个全等三角形．按照图1位置摆放．（1）猜想∠BCD和∠ACE的数量关系，证明你的猜想．（2）连接AE、BD．①如图2，比较△ACE和△BCD面积的大小，并证明你的结论；②如图3，取BD中点M，连接CM，探索∠BCM和∠AEC的数量关系，并加以证明．	1
1469	矩形ABCD中，AB=4，AD=6，点E是BC的中点，过点D作DF⊥AE于点F，求cos∠ADF的值．	1
1350	已知：如图，在△ABC中，AB=AC，AD，AE分别平分∠BAC和∠CAF，AD交BC于点D，AE=DC．求证：四边形ADCE是矩形．	0
61	如图，△ADB和△ACE都是等边三角形，连结BE与CD，求证：△ADC≌△ABE，思考：当△ADB和△ACE有怎样的位置关系时，图中不存在全等三角形？	1
1348	设凸四边形ABCD的四个顶点满足条件：每一点到其它三点的距离之和都相等．试判断：这个四边形的形状，并证明你的结论．	0
362	如图所示，在矩形ABCD中，DE⊥CE，∠ADE=30°，DE=4，求这个矩形的周长．	1
1189	如图，D，E分别是AB，AC上的点，已知△AED∽△ABC，AD=4，BD=2，AC=8，求AE的长．	1
1273	已知△ABC∽△A′B′C′，AB和A′B′的长分别为3cm、4cm，△ABC与△A′B′C′的面积和为75cm^2，求△ABC和△A′B′C′的面积．	1
57	图中的两个三角形全等吗？为什么？	1
515	如图，两条直线AB，CD相交于点O，OE平分∠BOD．（1）如果∠AOC与∠AOD的度数比是4：5，求∠COE的度数；（2）若OE⊥OF，∠AOC=60°，求∠COF的度数．	0
982	如图，正方形ABCD的边长为6，点E在边AB上，连接ED，过点D作FD⊥DE与BC的延长线相交于点F，连接EF与边CD相交于点G，与对角线BD相交于点H．若BD=BF，求BE的长．	1
317	若三角形的三个内角的比是1：2：3，最短边长为1，最长边长为2．求：（1）这个三角形各内角的度数；　　　（2）第三边长．	1
1124	如图，O是△ABC的三条角平分线的交点，过点O作AO的垂线交AB于点D，求证：△OBD∽△CBO．	1
133	（2018秋?江都区校级月考）如图是两个全等三角形，图中的字母表示三角形的边长，则∠1等于多少度？	1
1338	如图，?ABCD与?ABEF中，BC=BE，∠ABC=∠ABE，求证：四边形EFDC是矩形．	0
1375	如图，三角形ABC是直角三角形，BO是它斜边AC上的中线，延长BO至D，使OD=OB，连接AD，DC，求证：四边形ABCD是矩形．	0
42	如图，有一个Rt△ABC，∠C=90°，AC=16，BC=8，一条线段MN=AB，M、N分别在AC和过点A且垂直于AC的射线AP上运动，问：点M运动到什么位置，才能使△ABC和△ANM全等．	1
147	如图，△ABC≌△DEF，A与D是对应点，B与E是对应点，求证：AC∥DF．	1
457	如图，AB、CD相交于点O，OE平分∠BOC，若∠BOD=48°，求∠BOE，∠AOC的度数．	0
695	如图，在△ABC中，∠ACB=90°，以点A为圆心，以某一长度为半径画弧，再以点C为圆心，以另一长度为半径画弧，两弧相交于点M和点N，作直线MN交AB于点D，交AC于点E．求证：DE∥BC．	0
1465	如图，有一条小路穿过长方形的草地ABCD，若AB=60m，BC=84m，AE=100m，AE∥CF，则这条小路AECF的面积是多少？	0
940	（2018秋?青白江区校级月考）如图正方形ABCD的对角线BD为正方形BDEF的边，若SBDEF=200，求正方形ABCD的面积？	0
823	如图1，已知长方形纸带ABCD，AB∥CD，AD∥BC，∠BFE=70°，将纸带沿EF折叠后，点C、D分别落在H、G的位置，再沿BC折叠图2．（1）在图1中，∠AEG=40度；（2）在图1中，求∠BMG的度数；（3）在图2中，小明用量角器量得∠MFH=40°，试求∠EFN的度数．	0
1372	如图，M是平行四边形ABCD边AD的中点，且MB=MC，求证：四边形ABCD是矩形．	0
1276	如图，已知△OAB∽△OCD，且DC∥AB，请写出这对相似三角形对应角和对应边的比例式．	1
1281	?（2019春?思明区校级期中）在平行四边形ABCD中，AB=6，AC=10，AD=8．求证：平行四边形ABCD是矩形．	0
1141	已知：如图，在正方形ABCD中，BP=3PC，Q是CD的中点．求证：△PQC∽△QAD∽△PAQ．	1
14	（2018秋?中山市期中）如图，AE=CF，AD=CB，DF=BE，求证：△ADF≌△CBE．	1
264	如图，△EFG≌△NMH，在△EFG中，FG是最长的边，在△NMH中，MH是最长的边，∠F和∠M是对应角，且EF=2.4cm，FH=1.9cm，HM=3.5cm．（1）写出对应相等的边及对应相等的角；（2）求线段NM及线段HG的长度．	1
1101	如图，AD是△ABC的高，E、F分别是AB的、AC的中点．求证：△DEF∽△ABC．	1
1238	如图，已知△ACE∽△BDE，∠A=117°，∠C=37°，AC=6，BD=3，AB=12，CD=18，（1）求∠B和∠D的度数；（2）求AE和DE的长．	1
454	如图，直线AB与直线CD相交于点O，∠AOC=25°，∠COE=90°，OF是∠COE内一条射线，OE平分∠FOB．求∠AOF的度数．	0
248	如图，△ABC≌△ADE，∠1=70°，点E正好在线段BC上，求∠FEB和∠EAC．	1
1236	如图，四边形ABCD中，BD⊥AC．求证：AD^2+BC^2=AB^2+CD^2．	1
783	（2019春?西湖区校级月考）如图．直线AB∥CD，DE∥BC．（1）判断∠B与∠D的数量关系．并说明理由．（2）设∠B=（2x+15°），∠D=（65-3x）°，求∠1的度数．	0
662	（2018春?滦县期末）已知：?ABCD中，E、F是对角线BD上两点，连接AE、CF，若∠BAE=∠DCF．求证：AE=CF．	1
1109	如果两个三角形的三条高对应成比例，那么这两个三角形相似吗？为什么？	1
1035	（2017秋?黄陂区月考）如图，∠ACB=90°，CD⊥AB，垂足为D．求证：∠ACD=∠B．	1
107	如图所示，AC和BD相交于点O，OA=OC，△AOB与△COD全等吗？并说明理由．	1
81	阅读下题及其证明过程．如图，已知AB=AC，AD=AE，那么△ABE与△ACD全等吗？若全等，请说明你的理由．下列是小明的解法．你认为正确吗？若不正确，请你写出正确的解法．解：△ABE≌ACD，理由如下：已知AB=AC，AD=AE，∵AB=AC，∴∠B=∠C在△ABE和△ACD中，∵AB=AC，∠B=∠C，AD=AE∴△ABE≌ACD（SAS）．	1
1277	如图，△ABC∽△DBA，∠BAC=∠ADB，写出其余的对应角和对应边的比例式．	1
720	如图，∠1+∠2=∠BCD．求证：AB∥DE．	0
1364	如图，AB=AC，AE=AF，且∠EAB=∠FAC，EF=BC，求证：四边形EBCF是矩形．	0
294	△ABC中，AB=AC，∠BAC=120°，AD⊥BC，且AB=6cm，求AD的长．	1
864	如图，已知AB∥CD，过点A作射线AE，交CD的延长线于点E，试问：AE与BC一定平行吗？并说明你的理由．	0
1300	如图，点O为△ABC的边AC上一动点，经过点O的直线DE∥BC交AB于D，且OD=OE．（1）当点O运动到AC的什么位置时，四边形ADCE是平行四边形？证明你的结论；（2）在（1）的情况下，△ABC哪两边相等时，四边形ADCE是矩形？证明你的结论．	0
1244	已知两相似三角形对应角平分线的比为3：10，且大三角形的面积为400cm^2．（1）求小三角形的面积；（2）若这两个三角形的周长差为560cm，分别求它们的周长．	1
1317	如图，在?ABCD中，AC，BD交于点O，AE⊥BC于E，EO交AD于F，求证：四边形AECF是矩形．	0
215	如图所示，△ABC≌△DFE．试求∠FDB+∠ABD的值．	1
757	如图，∠BAP+∠APD=180°，∠BAE=∠CPF，求证：AE∥PF．	0
1093	根据下列条件，判断△ABC和△A′B′C′是否相似，并说明理由．∠B=50°，AB=2，BC=3，∠B′=50°，A′B′=12，B′C′=18	1
1297	如图，BF，BE分别是∠ABC及其邻补角的平分线，AE⊥BE于点E，AF⊥BF于点F，四边形AEBF是矩形吗？请证明你的结论．	0
767	如图，∠AEC=70°，∠B=35°，EF平分∠AEC，试说明ED∥BC．	0
1082	将两个全等的等腰直角三角形摆成如图所示的样子（图中的所有点，线都在同一平面内），请在图中找出两对相似而不全等的三角形，并说明它们相似的理由．	1
1126	如图所示分别是李磊和王亮画的两个三角形，它们的一个角对应相等，两条边对应成比例，这两个三角形相似吗？由此你能得到什么结论？	1
29	如图，AD∥BC，AB⊥BC，AD=AB，E为BC上一点，DF⊥AE，垂足为F．在AE上是否存在一点P，使△ABP≌△DAF？若存在，请找出满足条件的点P，并给予证明；若不存在，请说明理由．	1
924	在梯形ABCD中，AD∥BC，AB=DC=3cm，BC=4cm，∠B=∠C=60°，点P从点A开始沿AB边向点B运动，Q从C沿CD向D运动，过点Q作QE∥AB交BC于点E，连接AQ，PE，若点P，Q同时出发且均以1cm/s的速度运动．（1）求证：四边形APEQ是平行四边形；（2）点P运动几秒，四边形APEQ是矩形；（3）当点P运动到何处时，四边形APEQ是菱形；（4）四边形APEQ可能是正方形吗，为什么？	0
258	如图，CD⊥AB于点D，BE⊥AC于点E，△ABE≌△ACD，∠C=20°，AB=10，AD=6，G为AB延长线上一点，求∠EBG的度数和CE的长．	1
1129	如图，在△ABC中，点D、E分别在边AC，AB上，∠ABD=∠ACE，连接DE，求证△ADE∽△ABC．	1
880	已知△ABC，且△ABD，△ACE，△BCF都是等边三角形．（1）求证：四边形ADFE是平行四边形；（2）当△ABC满足∠BAC=150°时，四边形ADFE是矩形；（3）当△ABC满足AB=AC且∠BAC=150°时，四边形ADFE是正方形．	1
428	（2018秋?射阳县期末）如图，直线AB、CD相交于点O，OE平分∠BOD，∠BOE=36°．求∠AOC的度数．	0
1114	一张直角三角形纸片ABC，∠C=90°，AC=8，BC=6，现将三角形纸片对折，使A落在BC边上，且要求折后的重合部分与原来的△ABC相似，折痕分别交AC，AB于D、E，求折痕DE长？	1
536	如图所示，延长△ABC的中线BD至点E，使DE=BD，连结AE、CE．求证：四边形ABCE是平行四边形．	0
40	如图，∠B=∠B′＞90°，AB=A′B′，AC=A′C′．求证：△ABC≌△A′B′C′．	1
307	如图，△ABC中，AB=AC，∠C=30°，DA⊥BA于A，BC=6cm，求AD的长．	1
971	如图，正方形ABCD，M在AD的延长线上，E在边AD上，BE⊥EF，且BE=EF，连接FD，求证：FD平分∠CDM．	1
97	已知∠BAC=∠DAE，∠1=∠2，BD=CE．问△ABD≌△ACE吗？为什么？	1
126	图中的两个三角形有几对相等的角？这两个三角形全等吗？请说明理由．	1
1456	如图，在矩形ABCD中，AB=3，BC=4，点P在BC边上运动，连结DP，过点A作AE⊥DP，垂足为E，随着点P的运动，AE的长是否变化？若不变，求出这个不变的值；若变化，请说明是如何变化的．	0
1416	在一张长是16cm，宽是9cm的长方形硬纸板上剪半径是1.5cm的圆片，一共可以剪多少个？	0
257	如图，已知△ABC≌△A′B′C′，AD，A′D′分别是∠BAC和∠B′A′C′的角平分线，试说明AD=A′D′的理由．	1
69	如图，AB=AC，BE⊥AC于点E，CD⊥AB于点D，BE，CD交于点O，试说明：△BDO≌△CEO．	1
272	如图所示，已知点E在AC上，点D在AB上，△ADC≌△EDB，且∠DEA=∠A，若∠A：∠C=5：3，请你求出∠EDC的度数．	1
1329	如图，已知平面直角坐标系中两点A（1，2）和C（5，0），且OA∥BC，AC∥OB，AC∥OB．（1）求证：四边形OBCA为矩形；（2）直接写出B点坐标．	0
358	如图，△ABC中，AC=BC，∠ACB=90°，D是△ABC内一点，AD=AC，∠CAD=30°，试判断BD，CD的大小关系，并说明理由．	1
1068	如图，AB⊥BC，BC⊥CD，AC⊥BD，垂足为P，如果∠A=α，那么∠ABP和∠PCD分别等于多少？	1
354	求证：如果等腰三角形的底角等于15°，那么腰上的高是腰长的一半．	1
1064	已知BE、CF是△ABC之二高，求证：∠ABE=∠ACF．	1
318	如图，△ABC中，∠ACB=90°，BC=8，AC=12，∠BCD=30°，求线段CD长．	1
1165	如图，已知等边△ABC的边长为6，折叠△ABC，使得点A恰好与边BC上的点D重合，折痕为EF（点E、F分别在边AB、AC上）（1）△BED和△CDF相似吗？并说明理由．（2）若BD：DC=2：1，BE=y，CF=x，求y与x的函数关系式．	1
1212	如图所示，已知△ABC∽△ADE，AE=50cm，EC=30cm，BC=56.8cm，∠A=45°，∠ACB=40°，求（1）∠AED和∠ADE的度数；（2）DE的长．	1
849	如图，直线AB∥CD，点E在AB上，点F在CD上，∠PEB=α，∠PFD=β，∠EPF=γ．（1）如图①，试探求α、β、γ之间的关系；（2）如图②，试探求α、β、γ之间的关系．	0
1139	如图，在Rt△ABC中，∠C=90°，D是BC上一点，已知CD=1，AD=?5，AB=2?5．求证：Rt△ADC∽Rt△BAC．	1
1402	（2019春?蒙阴县期中）如图，O是矩形ABCD的对角线的中点，M是AD的中点，若AB=6，AD=8，求四边形ABOM的周长．	0
1270	已知两个相似三角形两条对应边上的中线的长是3cm和5cm，那么它们的相似比是多少，对应高的比是多少？	1
433	（2018春?奉贤区期中）如图，已知，∠3=∠B，∠1+∠2=180°，∠AED=∠C大小相等吗？请说明理由．	0
765	（1）如图①，如果∠B+∠E+∠D=360°，那么AB、CD有怎样的关系，为什么？（2）如图②，当∠1、∠2、∠3满条件∠1+∠3=∠2时，有AB∥CD，为什么？（3）如图③，当∠B、∠E、∠F、∠D满足条件∠B+∠E+∠F+∠D=540°时，有AB∥CD，为什么？	0
998	如图，正方形ABCD中，H在BC上，DE⊥AH交AB于点E，交AH于点G，若AB=3，BH=1．（1）求DE的长；（2）求GH的长．	1
988	正方形ABCD，等腰Rt△CDE，点P是AB上一动点，连接CP，点F是CP的中点，作∠AFG=90°交DE于点G，求证：AF=GF．	1
685	（2016春?梅河口市校级月考）如图，已知∠1=∠2，∠3+∠4=180°，求证：AB∥EF．	0
1204	如图，已知△ABC与△AED相似，且AD=3，DE=6，AE=4，AC=6，∠AED=∠B，求△ABC的周长．	1
339	如图，△ABC中，∠BCA=45°，点D在AC上，∠BDA=60°，AD=2DC，AE⊥BD于E．求证：（1）DE=DC；（2）EA=EB．	1
243	如图，△ABC≌△ADE，∠E=∠DAB，找出图中平行的两条线段，并说明理由．	1
473	如图，直线AB、CD相交于点O，OE平分∠AOD，OF垂直于CD垂足为O，∠1+∠2=∠3，求∠1、∠2、∠3的度数．	0
828	如图，已知HM平分∠EHD，GB∥HD，∠3=35°．（1）求∠1的度数；（2）求∠EGB的度数．	0
135	（2018秋?永春县期中）求证：全等三角形的对应边中线相等．	1
157	如图，△ABC≌△ADE，∠DAC=60°，∠BAE=100°，BC分别交AD、DE于点G、F，求∠DFB的度数．	1
784	（2019春?西湖区校级月考）已知：如图1，射线OP∥AE，∠AOP的角平分线交射线AE于点B．（1）若∠A=50°，求∠ABO的度数；（2）如图2，若点C在射线AE上，OB平分∠AOC交AE于点B，OD平分∠COP交AE于点D，∠ABO-∠AOB=70°，求∠ADO的度数；（3）如图3，若∠A=α，依次作出∠AOP的角平分线OB，∠BOP的角平分线OB1，∠B1OP的角平分线OB2，…，∠Bn-1OP的角平分线OBn，其中点B，B1，B2，…，Bn-1，Bn都在射线AE上，试求∠ABnO的度数．	1
1045	如图，△ABC中，∠ACB=90°，D是BC延长线上一点，DF⊥AB于F，DF交AC于E，找一找，图中有多少个直角三角形？与∠A相等的角有哪些？与∠A互余的角有哪些？请分别写出来．	1
787	（2018秋?合川区期中）如图，AB∥CD，点E是CD上一点，∠AEC=30°，AE平分∠CEF，EF交AB于F，求∠AFE的度数．	0
633	（2019春?禅城区期末）在平行四边形ABCD中，∠C和∠D的平分线交于M，DM的延长线交AD于E，试猜想：（1）CM与DE的位置关系？（2）M在DE的什么位置上？并证明你的猜想．（3）若DE=24，CM=5，则点M到BC的距离是多少？	0
160	两个全等的30°角的三角板如图放置，已知，BC=BD=4，∠A=∠E=30°．求：（1）△EFG的面积；（2）四边形DBGF的周长．	1
352	如图所示，在Rt△ABC中，∠C=90°，∠A=15°，BC=1，求△ABC的面积．	1
230	如图，△ABC≌△DCB，求证：∠1=∠2．	1
1371	如图，在?ABCD中，点E，F分别是AB，CD的中点，且CA=CB，连接AF，CE．求证：四边形AECF是矩形．	0
385	已知：如图，在△ABC中，∠ACB=90°，∠A=30°，CA=6，求AB的长．	1
432	（2018春?容县期中）如图，直线AB，CD相交于点O，OA平分∠EOC．已知∠DOE=2∠AOC，求证：OE⊥CD．	0
1157	如图，O是△ABC内任意一点，DE∥AB，DF∥AC，EF∥BC，那么△ABC与△DEF相似吗？说明理由．	1
1014	如图（1）所示，在正方形ABCD和正方形CGEF中，点B、C、F在同一条直线上，M是线段AE的中点，连接DM、FM．（1）延长DM交GE于点N，求证：MD=MN；（2）求i正：①FM⊥DM．②DM=FM；（3）如图（2），若将“正方形ABCD和正方形CGEF”改为“菱形ABCD和菱形CGEF”，且∠BCD=∠G=120°，其它条件不变，那么DM和FM又有怎样的位置关系和数量关系，直接写出结论．	1
902	如图，△ABC中，O是边BC的中点，点D是AD延长线上一点，BE∥CD交AD于E，连接BD、CE（1）求证：四边形BECD是平行四边形；（2）若AB=AC=2?5，BC=4，当点D在AD延长线上移动时，四边形BECD能否成为正方形？若能，求出AD的长；若不能，说明理由．	0
327	如图，在Rt△ABC中，∠C=90°，AD平分∠BAC，又2DC=BD，求∠B的度数．	1
527	如图所示，AB∥CD，AB=CD，点E，F在BC上，且BE=CF．求证：四边形AFDE是平行四边形．	1
681	（2018春?常州期末）如图，已知点E在AB上，CE平分∠ACD，∠ACE=∠AEC．求证：AB∥CD．	0
918	如图，点M是矩形ABCD边AD的中点，2AB=AD，点P是BC边上一动点，PE⊥MC，PF⊥BM，垂足分别为E、F，求点P运动到什么位置时，四边形PEMF为正方形，并证明．	0
1491	如图，在△ABC中，DE垂直平分AB，DF垂直平分AC．（1）求证：△DBC是等腰三角形；（2）若∠ABC=30°，∠ACB=40°，求∠BDC的度数．	1
545	已知平面直角坐标系内三点A（2，1），B（3，-1），C（-2，2），在平面内求一点D，使以A，B，C，D为顶点的四边形为平行四边形，写出点D的坐标．	0
531	在直角坐标系中，点A，B，C，D的坐标依次为（-1，0），（x，y），（-1，5），（w，z），要使四边形ABCD为平行四边形，则x，y，w，z的值需满足什么条件？	0
221	如图，已知△ABC≌△DEF，∠A=70°，∠B=60°，BF=2．（1）求∠DFE的度数和EC的长．（2）如图，△EDF可以通过平移，翻转，旋转中的哪些方法变到△BAC的位置？	1
526	（2016春?虎林市校级期中）如图，在四边形ABCD中，AD∥BC，AD=24cm，BC=30cm，点P自点A向点D以1cm/s的速度运动，到点D停止．点Q自点C向B以2cm/s的速度运动，到点B即停止，直线PQ截四边形ABCD为两个四边形，问当P，Q同时出发．（1）几秒后，四边形APQB为平行四边形．（2）几秒后，四边形PDCQ为平行四边形．	0
75	点M是AB的中点，∠1=∠2，∠C=∠D，试说明△CAM≌△DBM．	1
52	如图，在四边形ABCD中，DA=BC，DE⊥AB，BF⊥DC，点E、F为垂足，DE=BF，求证：△ADE≌△CBF．	1
1098	已知：如图，AB=AC，∠DAE=∠B，求证：△ABE∽△DCA．	1
850	如图，AB∥DE，∠α：∠D：∠B=2：3：4，求∠α．	0
201	如图，△ABC≌△ADE，∠BAE=110°，∠CAD=10°，∠D=40°．求：（1）∠BAC的度数；（2）∠E的度数．	1
497	如图，直线AC，DE相交于点O，OE是∠AOB的平分线，∠COD=50°．试求∠AOB的度数．	0
1081	（2018秋?石景山区期末）如图，△ABC的高AD，BE交于点F．写出图中所有与△AFE相似的三角形，并选择一个进行证明．	1
1003	如图，正方形ABCD的面积为4，E，F分别是AB、CD上的点，AF与ED相交于点G，BF与EC相交于点H，求四边形EHFG面积的最大值．	0
897	在平面直角坐标系中，A（3，0），O（0，0），点C在直线y=x-3上，在坐标平面内，求使以A、O、C、D为顶点的四边形是正方形的D点的坐标．（画图解答）	0
821	如图2，AB∥CD，BE⊥DE，∠ABE=155°37′，求∠CDE的大小．	0
1099	如图，在直角三角形ABC中，角B等于90度，AB等于6厘米，BC等于8厘米，点P从A点开始沿AB边向点B以1cm/s的速度移动，点Q从B点开始沿BC边向点C以2cm/s的速度移动，如果P，Q分别从A，B同时出发，当点P或点Q到达终点时停止运动．则当运动几秒时，以QBP为顶点的三角形与三角形ABC相似？	1
443	如图，直线AB，CD相交于点O，OD平分∠BOE，OF平分∠AOE（1）判断OF与OD的位置关系，并进行证明．（2）若∠AOC：∠AOD=1：5，求∠EOF的度数．	0
51	如图，在Rt△ABC中，∠C=90°，AC=16，BC=8，MN=AB，点M、N分别在AC和过点A且垂直于AC的射线AP上运动，问：点M运动到什么位置时，△ABC和以A、M、N为顶点的三角形全等（画出图形，写出解答过程）．	1
1431	如图，在矩形ABCD中，对角线AC，BD相交于点O，E是边AD的中点，若AC=10，DC=2?5，求∠EBD的大小．（参考数据：tan26°34'≈1/2）	1
1059	如图，AD⊥BC，垂足为D，点E在AC上，∠EBC=40°，∠A=30°，求∠BEC的度数．	1
426	（2018秋?金东区期末）已知，如图直线AB与CD相交于点O，∠BOE=90°，∠AOD=30°，OF为∠BOD的角平分线．（1）求∠EOC度数；（2）求∠EOF的度数．	0
214	已知，如图，点D、E分别在AB、AC上，△ABE≌△ACD，AB=5，AD=2，求CE的长．	1
1298	如图，平行四边形ABCD的四个内角的平分线分别相交于点E、F、G、H，求证：四边形EFGH是矩形．	0
1360	如图，在平行四边形ABCD中，过点A作AE∥BD交CB的延长线于点E，且AE=AC，判断四边形ABCD的形状，并说明理由．	0
1023	如图，正方形ABCD，过A作直线AE，过D作DG⊥AE，AG=GE，连DE．（1）求证：DE=DC；（2）若∠CDE的平分线交EA的延长线于F点，连BF．求证：DF-?2FA=FB．	1
280	已知△ABC≌△A1B1C1，求证：S△ABC=S△A1B1C1．	1
818	直线AB∥CD，E、F分别是直线AB、CD上的点．（1）如图1，若G是在直线AB和直线CD内部，在EF的右侧一点，证明：∠G=∠GEB+∠GFD．（2）如图2，EF⊥AB，射线EI从射线EB位置出发，绕着点E以10度/秒的角速度顺时针旋转．射线FH从射线FD位置出发，绕着点F以15度/秒的角速度逆时针旋转．两条射线同时出发，当射线FH转完一周的时候两射线同时停止．请问在保证射线FH和射线EI有交点G的前提下，过几秒钟时，∠EGF=50°？	0
79	如图，在△ABC中，AB=AC，DE⊥AB，DF⊥AC，垂足分别为E、F，且DE=DF．请选择一对你认为全等的三角形并加以证明．（1）你选择的是：△BAD≌△CAD．（2）证明：	1
124	已知：如图，在△ABC和△A′B′C′中，AM与A′M′分别是BC，B′C′上的中线，AB=A′B′，AC=A′C′，AM=A′M′，求证：△ABC≌△A′B′C′．	1
1218	如图，已知AC=6cm，BC=9cm，∠B=30°，∠D=115°，△ABC∽△DAC，（1）求CD的长；（2）求∠BAD的大小．	1
619	?在平行四边形ABCD中，若BE平分∠ABC，CF平分∠BCD，交AD于点E，F，BC=9cm，EF=1cm，求AB的长．（请画出图形并求解）	0
560	如图，在四边形ABCD中，AB=CD，∠ADC与∠BAD的平分线分别交BC于点E、F，且AF⊥DE，垂足为G（1）求证：四边形ABCD是平行四边形；（2）若AB=4，AD=6，求CF的长．	0
738	如图，已知：AB∥CD，∠A=70°，∠DHE=70°，求证：AM∥EF．	0
1015	如图，边长为5的正方形OABC的顶点O在坐标原点处，点A，C分别在x轴、y轴的正半轴上，点E是OA边上的点（不与点A重合），EF⊥CE，且与正方形外角平分线AG交于点P．（1）求证：CE=EP（2）过点B作BM∥PE交y轴于点M，连接ME，BP，求证：四边形BMEP是平行四边形．	0
961	（2007?甘井子区模拟）如图，正方形ABCD中，若E、F分别是AD、AB上的点，且AE=AF．过点A作AM⊥BE，交对角线BD于M，过点M作MG⊥DF，交AD于N，交BE的延长线于G．探究BG、AM、MG之间的数量关系并证明．	1
840	如图，点D在BC边上，过D点作DE∥BA交AC于点E，作DF∥CA交AB于点F，请你补全图形，判断∠EDF与∠A的数量关系，并证明你的结论．	0
1150	已知：如图，D、E分别是△ABC两边AB、AC上的点，试问在下列条件下△ADE与△ACB是否相似，并说明理由．（1）∠AED=∠B．（2）∠A=60°，∠C=70°，∠AED=50°；（3）AD=3，BD=5，AE=4，EC=2．	1
1005	图中ABCD为正方形，Q及R分别为AD及AB上的点，DR与CQ相交于P，已知AQ=BR．（1）求证：△ADR≌△DCQ；（2）若AR=10cm，QP=6cm，求△DPQ的面积．	1
115	在讲完全等三角形后，李老师布置了一道数学题，如图，已知△ABC≌△ADE，那么图中由几对相等的角？你同意谁的想法？请说明理由．	1
1379	如图，已知梯形ABCD中，AD∥BC，E，G分别是AB、CD的中点，点F在边BC上，且BF=1/2（AD+BC）（1）求证：四边形AEFG是平行四边形；（2）连接AF，若AG平分∠FAD，求证：四边形AEFG是矩形．	0
650	（2019春?无锡期中）如图，在?ABCD中，BE=DF，求证：AF=EC．	1
62	已知：如图，AB=AC，AD=AE．求证：△ABE≌△ACD．	1
1106	已知如图，在平行四边形ABCD中，AC=?2AB，求证：△AOB∽△ABC．	1
291	（2008秋?萧山区校级月考）如图，已知Rt△ABC中，AD⊥BC，∠ABC=2∠C，试说明AB+BD=CD的理由．	1
1083	（2019春?沂源县期末）如图所示，方格纸中每个小正方形的边长为1，△ABC和△DEF的顶点都在方格纸的格点上，判断△ABC和△DEF是否相似，并说明理由．	1
1245	如图，已知△ABC∽△CAD，AB=8cm，DC=6cm，求AC的长．	1
1269	已知△ADE∽△ABC，且AD=EC，DB=1cm，AE=4cm，BC=5cm，求DE的长．	1
337	如图，在△ABC中，∠C=90°，AD∥BC，AB=AD，BD交AC于点E，AE=1/2ED．求证：AE=2EC．	1
37	如图，C为BE上一点，点A、D分别在BE两侧，AB∥ED，AB=CE，请你添加一个条件，使△ABC≌△CED，你添加的条件是BC=ED，，并写出证明过程．	1
1227	已知△ABC∽△DEF，AB与DE的比为3：2，△ABC与△DEF的周长之差为5cm，求△ABC与△DEF的周长之和．	1
178	如图所示，△ABC≌△DEC，CA和CD，CB和CE是对应边，∠ACD和∠BCE相等吗？为什么？	1
1318	在△ABC中，CD是AB边上的中线，F是CD的中点，过点C作AB的平行线交BF的延长线于点E，连接AE（1）求证：EC=DA；（2）填空：①当AC⊥CB时，四边形AECD的形状是菱形；②当AC=CB时，四边形AECD的形状是矩形．	1
1031	（2017秋?潮安区期末）如图，AB、ED分别垂直于BD，点B、D是垂足，且∠ACB=∠CED．求证△ACE是直角三角形．	1
1250	如果一个三角形的底边长是3厘米，高是2厘米，把它按1：5的比例放大，得到的图形面积是多少？	1
47	如图，在平面直角坐标系xOy中，已知点（4，0），B（0，3），若有一个直角三角形与Rt△ABO全等且有一条公共的直角边，试写出这个直角三角形未知顶点的坐标．	1
344	△ABC是等边三角形，BD是中线，DE⊥BC于点E．CE和BE有怎样的数量关系？请你说明理由．	1
