content,location_traffic_convenience
"""台中火车站附近，走路10分钟就能到，非常方便。雪糕的性价比超高，种类很多但是一个球只要15块钱，味道非常浓厚还搭配小饼干在上面，如果来台中值得去吃！卖冰淇淋的地方没有座位，所以经常都是一排人站在路边细细品尝。光是巧克力的口味就有十几种，不同浓度和可可豆，挑到人眼光缭乱，只能给现金。双球冰淇淋都是装在杯里的，还会让你选3样东西加进去，会有糕点或者是凤梨酥啊糖果啊什么的。最后要推荐的是它雪糕非常忠于原味，没有什么特别浓厚的牛奶味，伯爵茶就是很好的伯爵茶的味道，很难得。""",1
"""首先感谢DP，抽中了去体验。

地点在白石洲里面，因此建议要去的小伙伴坐地铁就好了，地方离地铁站不远，但是在小巷里，也不好找，找了半天，打电话给老板，老板问了我的位置后还出来接，超级好人又热情。老板娘也好热情，人也好漂亮。店面也很干净。

小龙虾#
价格属于适中，不算贵，两斤的虾，还伴有藕片和莴笋，上面撒了些芝麻，一上桌超香。由于怕太辣，要了个微辣。莴笋入味了，好吃，但是藕味道就有点淡。小龙虾个头还行，个别有几只大大的，小龙虾都去头了，肉是爽口的，是新鲜的，但是不够入味，不知道是否微辣的不敢做太辣了。

拍黄瓜#
味道比较中规中矩，爽爽脆脆的，还可以，不太酸不太辣。

毛豆#
很入味，但偏辣，还是会忍不住多吃几颗。

拌粉#
好大的一碗，我们两个人吃一碗刚好，还有一碗老板给我们打包。粉炒得有点软，但是青菜、鸡蛋的料很足，微微的辣，不至于没味道，是油有点多。

祝老板生意兴隆！""",1
"""非常的幸运的被抽中来参加这家渝三娃火锅串串香！这家店才开业第五天哦，就开始火爆的不要不要了！听老板说，小老板娘可是特意去四川学习后才来开的哦！在店里能够看得出，这家店的肉串什么的，都是小老板娘亲自调好了料的！同时因为新开店，还会陆陆续续的上不同口味，各种不同样式的串串，同时还会去制作在南昌吃不到的正宗四川甜点小吃与花茶！很多的食材都是在四川那边采购而来！同时为了符合我们南昌人的口味会相辅相成下！这点老板想的很周到哦！服务态度也非常的好！这家店的特色是每周都会把冷门菜市下架，换不同种的新品！这样可以满足吃货们的需求，不会一直吃差不多的菜品导致嘴腻！锅底也跟四川那边的一样选择的是油多水少，也可以弄成鸳鸯锅，满足不吃辣的人的需求！我们拿串串的时候，可以发现冰柜里很干净，东西摆放的很整齐！大家用餐的时候可以自己去调点料，配上店里的香油，味道那是一个赞！好不好试一试就知道了！反正我在这家店吃到了不少没吃过或者没有见过的串串！真的很正宗哦！小子与吃友门战斗力2小时哦！很好的告诉大家，用餐后无腹痛情况！这家店在建德观63号小馆旁边哦！想吃的下次可以叫上我一起再去爽一次！""",0
"""这家店在1844广场三楼粤好食肆旁边，刚开张第三天去的，最诱人的是打五折于是就拉着朋友去了，他们家还有小锅一个人去吃也是不会浪费啦，我们五个人，刚好中午13:30去的，刚好排队结束了，我们坐在了靠窗的一个圆桌那边，说说菜品吧，点了一个大锅，新鲜牛肉当然是必点的啦，我们还特意去挑选牛肉，特别的新鲜，还有活体玉女蘑菇，被名字吸引所点，还有各种鲜榨果汁，我们点了一扎貌似是雪梨汁挺好喝的，口感很好！调理的品种还是蛮多的，对了他们家的豆皮特别好吃，跟一般的豆皮不一样，听服务员说是他们老板那边的，总体来看感觉还不错啦，各种新鲜，口感就是不一样啦，特别喜欢白天坐在靠窗这个位置，吃饭的心情都特别好！相信这家店的生意也不会差到哪里去！毕竟现在三楼就有三家餐饮了，每家都有自己家的特色！没拍菜品啦，只顾着吃和欣赏风景啦！不错哦，赞一个""",0
"""不久前去狮子桥附近的泰果吃了咖喱皇炒大虾，感觉特别好，可惜路途遥远。看到这家评价不错而且也有咖喱皇大虾就来了。离猫咪灰不远，店面不太大，两层，装修很有异国风味。看菜单不全是泰国菜，价格不低。服务还行。
团的咖喱皇大虾单人套餐，25元，量十分足，划算！咖喱偏辣，不过不吃辣的我也还能接受，能尝出椰浆的香味，不足的是有些稀，拌饭后像汤泡饭，再稠些就好了；里面炒了不少芹菜梗，味道口感都不错，不过还是习惯放洋葱；虾不大，但多，开了虾背，这点很好，不过有几只虾线没去干净。
蔬菜沙拉的酱汁味道很好，也不像别家稀稀拉拉只加一点；汤是冬阴功汤，分量合适，香草味浓郁，偏酸，微辣，让我这个第一次尝冬阴功的人感到很新奇，不过汤那股水果酸奶糖的味道是怎么回事？感觉不太搭。
另外同学要的三杯鸡套餐，这个也很好吃。
总体来说口味不错的一家店，下次想来试试别的。""",0
"""人多，坐位少，类似以前茶馆里的那样的座位。长条板凳，四方桌。还有小人书。

服务一般般，有时要排队，直接打包带走。

点了原味的奶酪，最便宜的那种，有股酒酿的味道。没有点菜菜。

菜菜也不过是在原味的奶酪里放上配料。

所以没有点。

看见很多情侣都买菜菜。

我一人就直接买原味的吧。

和原奶不一样。不算厚实，可以说比较稀薄。

一边走，一边吃，一会就吃完了。

给我回味的是，就是有股酒酿的味道。

日月光有两家店，这家小

那家大，还有沙发座哦。""",0
"""准备的说应该吃的是华山徽宴 并不是其旗下的披云徽府菜..前者只有酒店 只好写这了 反正也基本算是一家的了 是到徽州旅游第二天吃的 宴请客户 所以吃的比较好 首先说说环境 吃的黄山厅 空调一直不行 吃的好热 服务员说是因为顶太高的缘故 反正吃到最后也没感觉到空调的冷气 然后入座的时候发现几乎所有的酒杯都没洗干净 明显有污水渍 这家店可以说是代表着徽菜的最高规格 价格也最贵 这种事情实在不应该 一下子第一印象就大打折扣 这家店的服务也不行 比较混乱 服务员也不热情 能看的只有菜品了 首先是招牌太白鱼头 这家店的鱼头也是贴号牌排序的 和全聚德的鸭子一样 据说是矿泉水煮的 菜卖相属于比较惊艳大气的 味道上感觉可能时间还不够 汤里面鱼味还不够浓郁 抑或是矿泉水味较重 反正喝上去感觉矿泉水的味道盖过了鱼的香气 鱼肉质还是非常鲜美的 汤里的豆腐也很嫩 然后说说徽菜特色的臭鳜鱼和毛豆腐 臭鳜鱼因为每条鱼腌制时间不一 所以臭味也有浓淡 我们这桌的臭味比较重 说明腌的时间比较长 鱼肉质细腻嫩滑 口感和一般的鱼完全不一样 非常赞 个人非常喜欢 毛豆腐按店家的说法说他们家的毛豆腐是方形的 属于独有 限量版 好吧 噱头蛮多的 在老街吃的毛豆腐确实是长条的 不一样 这家店的豆腐相对老街那家要老一点 硬一点 没有那么嫩 味道还行 至于哪个更正宗就不知道了 个人都能接受 然后是红烧肉 据说也是他家特色 黑猪肉的 肉质相对硬一点 味道还行 个人还是比较喜欢普通猪肉的 喜欢软嫩的红烧肉 还有笋干 这次吃的是红烧的 味道依然很好 至于其他菜都没啥大特色 就不多说了 总的来说 味道还是可以的 但是环境服务真的有待提高 才能配的上这么高的价格和档次""",0
"""对于味道总体有些失望。要的咖喱鱼蛋，腊味煲仔饭。咖喱鱼蛋就是普通的咖喱味道的，是有一点辣度的咖喱，算微辣吧，可以当小吃。腊味煲仔饭，这里的做法是把米饭（香米）蒸熟拿到餐桌上，当着客人的面把腊味倒入锅中加入调料拌匀，并不是腊味放到米饭中一起蒸的，对于做法持怀疑态度。锅底的米饭会有锅巴，米饭也比较硬，不喜欢硬米饭的人不要尝试。可能菜单有所调整，没有找到网上说的虾饺一类的点心。餐具，尤其是杯子感觉不是很干净。总体有些失望。没有拍照。不过服务员态度很好。""",0
"""抽中了#霸王餐#，好幸运的，立刻约上了闺密就来啦。位置很好找，就地铁上的广场内，交通很方便。环境还不错，就是有点儿小，不过热情的美眉帮我们安排了位置。服务态度很好的说～第一个是榴心芝士蛋糕，榴莲味刚好，口感也很好～第二个是榴心雪文治，脆脆的温热的面包配上冰冷的榴莲雪糕，那感觉真的很棒，大爱这个～最后一个是相思榴莲王和榴心特浓，依我们的感觉比前两个较一般，感觉榴莲味吧似乎很重到时喝起来又感觉没有什么味道～不过里面那个榴莲不错。还有的就是分量很大，我们三个吃都觉得够啦""",1
"""同学刚好要请客，因为一直好奇这家店，顶了原来关门的恋京料理，所以即使感觉评价一般化，也硬是要来尝尝。      
感觉真的就一般化吧，大概五点的时候跟同学上楼，环亚门口的麦当劳右侧进去的电梯四楼直达。          
出电梯门绕一大圈在收银台，验个券，进场啦！感觉才五点出头，人就蛮多的了！很热闹。             
先一人拿个火锅，火锅就清汤和辣锅两种，要辣，清汤锅给你添点辣油，比较快捷，但是火锅里面的汤真的很少，就一层，坐下来后，服务员解释说，是添火锅汤的那边比较懒，所以要他们来为顾客继续添汤== 好复杂的样子。                  
羊肉卷没见到，吃到一半的时候，看到大家拥出去抢。。一人抱个四五盒，过了几分钟我再去看冰柜，，已经空了，这家店火到连羊肉卷都要抢空了。                
果汁是现榨的不错， 还都挺甜的，哈密瓜，香蕉 ，西瓜汁。就是每杯量不多，然后果汁也是要排队的，就一个师傅在吧台操作，一排人等着！吧台前的展示柜里！空空的，什么果汁都没有。就排队等着，榨什么汁喝什么。                    
三文鱼也不是无限量随意自取的!而是排队，然后一人拿一个盘子师傅会切给你四五片，想吃继续排队，然后一条鱼切完了，会割个十几二十分钟，切三文鱼的那边是没人的，要过好一阵子，才会开始新的一轮排队。          
B区口子那边上了新的虾子，大家抢枪就没啦，我也是抢到了一盘，冰镇的感觉，要烫过才好吃。             
烧味那边吃个烤鸭也是要排队的！            
总体感觉吃的种类确实不多，虽然看上去挺大的场子，但位子太多太紧凑，吃的种类真的有点跟不上。           
冰激凌的地方一度没有勺子。        
甜点区的蛋糕尝了两个，奶油比较腻人，就植脂奶油啊。。带蛋糕体刮刮吃了。             
反正基本你想吃的都是要排队排队排队的，羊肉卷都不能保证随时有。。能多安排几个师傅吗。包括果汁区。。就一个师傅安排整个场子的果汁，这怎么忙得过来啊。。。              
""",0
"""非！常！好！首先说味道，我个人本来并不喜欢笋和酸豆角之流，但是这家却做出了让我喜欢的感觉~连酸笋都吃了好多，汤也赞。清补凉第一次吃，惊艳，给料特足，挺大一份，我和闺蜜要了两份螺狮粉一份清补凉吃很饱~再说环境，干净卫生，甜品站专门隔出来一间，很温馨。最后说服务，给店里的小哥全部点赞，一个个暖男的即视感，服务热情得体，让人在这里就餐心情都跟着很好。总之我要爱上这里了~纯吃货，不是托~来日方长，慢慢品尝( ????? )""",0
"""口感香松，我是早上上班前去兑的，本来想吃金丝肉松的，结果老板说没有，只有板栗的，就勉强拿了，好吃这是事实，店铺位置百度地图显示在海景大酒店这边，其实是错的，建议大家先找到中元大酒店然后问问路人菜场在哪，这点的位置就在菜场旁边那个天天惠的超市旁边，不要找错了呢，我是上班赶得及提前一天去找好，第二天早上直接去拿的新鲜的，店里还有月饼卖。看起来也很不错，下次打算直接购买多的，我这次是直接用红包1元购买的，划算，宣哦！""",0
"""真的很不错，我们两人冒名而来，点了58元的小锅牦牛肉，酥油茶，青稞饼，藏红花苗，还有松茸，份量够，味道好，牦牛肉太多了，每块都是厚厚的很大一块，松茸第一次吃，没感觉什么特别的。藏红花苗也是第一次吃，也还吃的习惯。青稞饼很好吃，松松脆脆的。酥油茶我们选了甜的，很好喝哦，这顿晚餐一共才一百六，因为松茸就55了，其实不吃松茸真的很便宜啊，老板娘服务态度很好哦，我们都吃撑了，来云南玩了十天，就这顿饭吃的最舒服了，虽然环境一般，但是美食足以让人开怀，真心推荐！""",0
"""朋友们想休闲聚会，点评上搜到这家店，位置很好，离四环不远，十字路口西北角，而且有停车位。店在二楼，坐电梯可到达。
店面挺大，分为不同区域，有餐饮区，下午茶区，棋牌区域等。大厅有个大尺寸电视，一直播放着凤凰卫视新闻啥的。因为想打牌，选择了下午茶区域，有粉紫色的纱帘可以隔断与大厅的空间；这个区域是对着的双人沙发座，舒适。整体环境很满意。
点了团购双人的下午茶，包括一壶锡兰红茶和一个三层的下午茶。红茶的茶具非常漂亮，但下午茶的茶点很一般。第一二层都是巧克力或马卡龙类的甜点，第三层是果盘类的水果。端上来时，水果旁有头发，让服务员拿下去换了份新的。巧克力口感一般，属于不太好吃的那种。水果有西瓜，橙子，提子等。
整体比较满意，服务员非常热情。""",0
"""今天第一天开业，就迫不及待的来尝尝，总体来说还不错。首先从环境来说下，因为是新来的店，环境什么肯定是还不错的，简洁大方，让人觉得很舒服。服务什么的，服务员态度还不错，只是因为刚开业，估计人手不是很够，但是喊服务员都会过去的。再来说说口味，种类还是比较多的，特别是爱吃烤肉和火锅的朋友，各种烤肉腌制的味道很好，火锅更是有海鲜这类大菜，烤肉的调料很好。如果对这两样不感兴趣的也不要紧，还有各类中式日式西式餐饮，更重要的是酒水饮料全部免费，白酒红酒啤酒各类饮料，全部免费喝！团购价过去吃的，39.9一个人，真的是太划算了！感觉比舍尚好。锅的形式是火锅在里面，外边围着一圈烧烤盘，无论坐在哪个位置都可以吃到火锅，烤着烧烤，设计得很人性化。吃的途中，还有厨师来问口味怎么样，让我们提建议。值得一提的是，他家的牛羊肉全部是从内蒙古空运过来的，品质很高，吃起来还真不错，这是厨师长告诉我们的！今天第一天开业人就很多，希望保持水准，越办越好！""",0
"""去过春庄几次了，星光边上雪峰银座楼下的一家小店，菜性价比挺高的，大众点评闪惠买单9折以后还可以减几元，简直食堂菜价。
秀水螺丝，5块钱？很便宜，比较够味，也不油，很棒。
藕片12块，很脆甜。
哇哇叫，38块？味道还不错，特别大盆，肉相对于价格也合算。
美乃滋肉松鸭，一块饭，下面有鸭肉片，煎过，上面都是肉松，男票很喜欢，我觉得吃多了略腻，稍微有点油腻。
雪菜炖豆腐，5块还是6块，豆腐是有点臭臭的那种，不是很喜欢。
番茄汤，15块？好大盆，味道偏甜
小米糕16块，超级有嚼劲，喜欢。""",0
"""开业一星期就去尝新的小店，中午和公司13个小伙伴一起去吃，味道比较正宗，开业价还有8.8折。值得推荐的是椰香烧鸡，有椰香淡淡的清香，外皮脆脆的，鸡肉比较多汁。冬阴功汤很入味，酸酸辣辣的口感很是喜欢，里面的海鲜料也很足。泰式无骨凤爪和青木瓜沙拉也很好吃，值得一尝。咖喱虾好吃，但是价格比较贵，比较少不是很划算。胖胖的总负责人很好，还送了水果沙拉和虾片。总体来说，味道不错，价格比较中高水平。如果有团购券可以使用就更好了。期待推出。。。""",0
"""服务很好 没压力 没距离 甜品好吃 尤其是奶昔 非常棒 但炒饭和意面 我感觉一般 量足 口味一般 不是我的菜。黑椒牛肉意面 真的有非常多的黑胡椒 而且辣 感觉除了黑胡椒的辣以外 还有别的辣椒的辣 鸡肉炒饭 又真的很淡 除了盐和油似乎没有其他的调味料了 菜品和彼得西餐厅有90%的重合度 而且在时代天街这个地方 两家店就一个楼上楼下的关系 感觉这样会比较没有什么独特性 喔 对了 他家的烤土豆皮比彼得的好吃 希望店家能多开发一些新产品 在菜品的口味上多下功夫 以吸引更多的顾客 """,0
"""【位置】靠近中山路和栈桥、火车站附近，发达大厦楼下红色大门头很明显的，交通十分便利，逛完前海一线可以来这里吃一顿海鲜犒劳自己。
【环境】 店内有包间，门外的小院子里也有桌子可以选择。夏天可以坐在外面喝正宗青岛啤酒品尝原汁原味的青岛海鲜。
【菜品】 
[清蒸多宝鱼] 多宝鱼肉质鲜嫩，出锅时加了葱丝调味，没有海腥味。 
[清蒸虾虎]外地叫皮皮虾，爬虾等，地道的青岛海鲜，无任何添加，原汁原味。 
[香辣虾]虾是裹上面糊炸的，要趁热吃，凉了就塌了。 
[牡蛎]海蛎子是蒜蓉的，但青岛人自己在家做的话都是清蒸，原汁原味，适应大多数人的口味需要。
[毛血旺]麻辣十足，喜欢吃辣的朋友一定要点这道菜喔，用料十足。 
[辣子鸡]鸡肉是鸡腿肉，但是肉比较紧实，炸的也很透，鸡肉很多，终于不是红灯区了 。。。
【总结】海味很新鲜，川味很麻辣，喜欢海鲜喜欢麻辣的小伙伴不要错过，可以进来试试哦。""",1
"""某joy429闪购的时候买的，才79元。选择儿童节这天和好友相聚，位置在盐市口，交通方便，春熙village的五楼整体装修风格都是个人非常喜欢的，环境也是干干净净的。服务员不多，自己找了位置坐，等了一会有人来招待，团购接待的很干脆，上菜也快。我们到的时候有好几桌客人，生意还行。两个卤兔脑壳，切成两半了，方便食用，而且味道还不错哟。【金桔饮料】要的温热的，味道嘛有点太超市了。 【香烤海鲈鱼】里边加了木耳、洋葱、魔芋、土豆条和一份意面。鱼肉比较老，很干，但是不油，更像是高温油炸出来的，里边的洋葱很好吃，用的是炭火一直加热，so，越吃越咸，整体很一般。【喵鱼春卷】表皮很酥脆，并且完全不油，内馅儿比较软，味道一般。【蔬菜沙拉】绝对让人奔溃，每一口都是满满的颗粒感的白糖！白糖打倒了半斤还是一斤？吃了四口实在吃不了了。总的来说，菜品、饮料都很一般，不过团购价格实在是太便宜了，感谢服务帅哥和大姐的热情服务。""",1
"""楼下店面不大，二楼有很显眼的招牌，以为是家小店，走上楼意外发现竟然三层，且每层里外都有好多桌椅，大多坐满，真是人气很旺，很多外国朋友…桌椅虽多，沙发确少，大多是合适两个人的小桌子，四个人想舒服坐着聊聊天的位子反倒不多，已是晚上七八点，还等了好一下，才抢占到沙发。餐点很少，饮料从咖啡到冰沙，茶，冰淇淋，鲜榨果汁都会有，大多26-30的价位，不算贵也不算便宜，蛋糕也都在24-28的区间，要了提拉米苏和香蕉酸奶，提拉米苏样子像了，是传统软软的，能吃到微微的咖啡酒的味道，很难得，如果奶酪再纯一点再浓厚一点就好了~香蕉酸奶差强人意，这样简单的东东大概更适合自己做吧~茶很大一杯，杯子萌萌哒，味道不好不坏，其实整体看来没有能get到让人心动的点，但确实人很多，猜猜看是很多同学在这里学习~让人想起学生时代呢~~最后:点评买单可立减~""",0
"""吃过很多串吧。也是这几年比较火的串吧，这家的名字蛮有意思的那些年不只是家串吧，我们找了很多地方才来了这里，比较符合我们的要求，因为这家有蓝莓的大炮，其他家都是啤酒什么的，只有这家是饮料，比较适合我们喝，还有就是这家的上菜的速度很快，这家的大拉皮真的很好吃，甜味儿的一定要试试哦，而且价格不贵，烤面包不太推荐，尤其那个巧克力的其实就是淋的巧克力酱这个不太好，难得的是这家有烤鸡头，比较可惜的是我们去的那天没有了，还有这家的环境还挺好的，没有驻唱什么的不闹腾，适合聊天，而且店家还给了冰放饮料里面蛮好的，结账以后还有代金券赠送，总体来说这家还是蛮不错的""",0
"""听小伙伴说的一家店，小伙伴很喜欢吃咖喱，所以当时就抽空去了下，据说是日本人气咖喱店，也不知道真假。两人点了份全家福，带骨香肠，时间有点久了，有点记不得了，全家福里面蛮全的，炸猪排、鸡排、鸡蛋、香肠、生菜、炸虾，刚开始吃还好，肉太多了，吃到后面有点腻，带骨香肠是当时觉得造型很好玩，就想尝试下，香肠是烟熏过的，不是很爱，应该也是那种袋装里面的拿出来煎一煎，不太爱啦，个人还是喜欢台湾自制的那种烤肠，宁波里面最爱老莫的春天里面的烤肠，一口咬下去特别饱满，特别香，总体说这家咖喱感觉一般，也许是没吃别的单品。""",0
"""生意特别好 名气特别响 店也没有什么明显的招牌 就是在东北烧烤的旁边 过去仔细看能看到有个坏了的小太阳的标记 吃完也没有感觉多好 就是纯牛肉的小肉烧烤 没有肥的 老板应该浆过 一串一块钱 感觉味道一般 在烧烤小肉里不算好吃的。还有推荐的掌中宝一点也不好吃 一个个好大 差评 烤青鱼也是淹过的 老酒味道特别浓 掩盖了鱼本来的味道 新不新鲜也吃不出来了 烧烤的速度还是可以的。只是这个小肉太瘦了 吃了没啥意思 感觉还是光头的小烤肉味道最好！！""",0
"""店在新城河路88号，之前朋友团购的19.9双人餐感觉吃的非常好，所以今天路过三盛，带着父母团了份35的双人套餐，选的酸菜鱼，酸菜鱼很入味，非常好吃，原价是38一份，最后吃完只剩汤了，用汤泡饭也很好吃，还有一份干锅包菜，味道也非常赞，有点甜吃起来很香，原价是16元，素汤是紫菜蛋汤原价10元，花了35钻吃到了68元的菜，老板给我们上了一大盆米饭，吃的很饱，非常实惠，味道也绝对，服务也很好下次还会再来！""",0
"""我是在微信上看到别人宣传这家店的，然后发现大众点评有团购券，之后约上小伙伴在周末的晚上去了。首先要说停车，虽然后面有个停车场，但是好像不是饭店专用，所以不是十分好停车。看着四格的锅原以为是可以点四种口味的锅底，谁知道其实是四个格子每两种一个口味，和鸳鸯锅是一样的，上菜很慢，本来周末晚上就和朋友从南边过去特别堵，饿的一塌糊涂，结果等菜等的我望眼欲穿，好不容易菜上来了，先烫了金针菇，吃到嘴后发现他们家辣汤比一般要辣一些也不知道是不是金针菇格外吸辣油。他们家的菜挺有特色，有一些是外面没有的，我就记得我点的紫薯滑了，但不是很好吃。火焰牛肉听说特别辣，也是他们家的特色，但是上菜后也就发现火焰牛肉就是牛肉上裹着辣椒面，烫熟以后吃的就是辣椒面的味道，跟变态鸡翅一样，菜本身味道是没有的。特别说明一点他家的酸梅汤很淡，不好喝，我们点了一扎最后用来洗牛肉上的辣椒面了。价位不算便宜。""",0
"""【位置】店面很大，整个2楼，招牌也很大，很明显很好找，就在红星四段公交车站旁边。
【环境】吃火锅气氛很好，很热闹，不过有推销员卖烟有点反感，装修得有点富丽堂皇感觉，干净。
【价格】锅底偏贵，在吃过几个中最贵的，消费还可以优惠后140多两个人。
【服务】服务还可以，不过有点店大欺人感觉，叫很多次不过来，下单时候很啰嗦。
【菜品】
鸳鸯锅底：用料足，也是吃过几个中比较好的，也有点贵。
香油：对这种罐装香油不怎么喜欢。
酥肉：吃了会腻。
嫩牛肉：不够嫩。
其他还可以，可惜没有冰镇凉粉……""",1
"""听说过这家店很久啦 之前本来去大悦城那边想吃的 结果在装修没赶上?这次不死心终于又来啦??

1?位置：地点挺好找的，就在地铁站附近走个五六分钟吧，停车也挺方便的。

2?环境：不得不说这家店的环境真是超赞的，一进门浓浓的中式风格简直戳中我的心哈哈哈。而且在包间里面吃很安静，很爽哈哈哈哈

3?菜品：我们那天预约的是158一位的正餐，他们家是私厨嘛，所以这个价位也是可以接受的，不得不说他们家菜真的给的实实在在啊?那天两个人去的，上了6个菜吧 还有米饭 粥和汤  还有还有餐前小零食！！吃撑了?

特别推荐他们家的糖醋小排！酸甜酸甜的 不腻?那个香菇里面酿了肉肉的菜也很赞啊 一咬下去 两种口感毫无违和感～还有还有他们家的汤真的好好喝，一喝就知道跟外面用味精熬的妖艳贱货不一样?味道不淡还很鲜

总之是太喜欢他们家啦！！""",1
"""一进店铺里面就觉得很亲切~ 大学的时候藏族小伙伴们开的餐厅就是充满这样朴实、民族风情的味道。   去的时候有点晚了，感觉要准备打烊，但是看到我们来还是很热情的迎接让我们点餐，心里暖暖的。        点评写的晚了，大概1个月前去的，点的菜记不太清，什么手抓牦牛肉还有什么羊肉还有他们比较招牌的什么饼，味道都很不错，小伙伴觉得那个饼真的很好吃，建议大家可以尝试一下。   店里面有闪恵可以买单，其实挺划算的，最重要的是晚上靠着窗边吃肉喝酒聊天，那种感觉真的超值。   可能唯一不足的就是像我这种窝沙发星人就喜欢软软的沙发，店内的桌椅都是硬的，坐的我有点累-。-""",0
"""第一次是老公请客，我就去了10分钟喝了一碗汤吃了个鹅腿，汤没什么感觉，但是鹅腿我感觉还能吃一个。。第二次带着准备心里去的，是一家人。点个大锅。我不太喜欢前面的凉菜，于是就点青菜刷锅。。汤真的很好喝！！我因为喂奶没让放鸡精味精。。爸爸吃了后直夸不错。。味道正。鹅肉也好吃。服务也不错，碗筷都是消毒了的。服务员还告知，碗消毒后他们用夹子。可见卫生程度还不错。。哈哈就在家附近。还会再去的哦！就是菜品还是少了点。。多多上点新的吧！用了团购很划算。。。最近请亲戚还去了一次。。就不多说了。。还是大伙去尝尝吧！！嘿嘿""",0
"""晚上去吃的，没法预约。冲着潮福城的名气去吃。不过感觉还好。
环境不错，宽敞。都是大圆桌。
#紫米脆虾肠，外面一层紫米做的粉肠，里面包着虾，口味不错。
#流沙包，外面的包不好吃，比较硬。不揉软。
#脆皮鸽，其实鸽子本身没什么肉，外皮烤得香脆，比较咸。
#酸菜肠，酸菜是绿色的，不够酸。大肠是水煮的，不是卤的，我喜欢卤的。水煮的大肠没什么味道。而且几乎是菜。
#虾饺，无功无过。虾好吃。
#烧麦，料足。

#双椒蒸肉。芋头很软烂，蒸煮不错。然而蒸肉呢？只看到一块。。。
#萝卜糕，萝卜糕还不错的。冰冰的。
也许是名声大期望比较大吧。其实菜品一般。或许是没点到好吃的菜吧。""",0
"""第二次来。这次来吃酸菜鱼火锅，服务员好努力的销58一位的自助火锅，好卖力，我团好了券就不想改计划了婉拒之后服务员又hard sale各种饮料和飞饼。想说经理开会了吧执行不错可惜全程销的很生硬感觉不buy她的客人就做错事了一样，服务员带着不开心的脸走开了。酸菜鱼这次好酸呀额滴神，比冬阴公汤还酸，吃完鱼噜菜和面劲觉得好酸好酸。上饭那个男员工指甲有1cm那么长吧，瞬间觉得好恶心。最后隔壁桌有个素质极低的女的（见图绿裙biao），一声不吭跑来我的台上倒她的洗碗水！真是一声不吭！旁若无人当我这桌的人是空气，尼玛你桌上没缸你特马不会叫服务员拿给你吗？别人桌上的缸她理所当然老倒邋遢洗碗水！这特马什么素质！没下次。""",0
"""【点旨一盅】

真的看名字完全不知道他是卖什么！吃什么的门店！

招行信用卡掌上生活｛周三｝五折抢劵！50抵100现金劵！因为看没人抢，所以买来一试！

位置：客村地铁站D出口往珠影星光城走，星光城112铺！位置还算比较明显！易找！交通方便！

环境：店内分一二楼，一楼看起来不大，二楼也差不多！天花板是用蒸笼做的！墙壁是假草，店内座位有些比较宽敞，有些比较窄小！门口收银台有个关公，估计老板是个潮汕人呀！

服务：服务很热情，特别是那个年纪比较大的男士！应该是店长！还有个女服务员也是挺好的！非常热情！很少有餐厅有这样的服务！

菜品：点菜是一张点餐纸，茶味一人10块
（听起来好贵！有木有？）
其实并不然，10元茶味茶是在里面饮料挑一样的，比如：咖啡、奶茶、鸳鸯、柠茶！等等！保证值得！
点了份三宝：（雪中送碳、三色虾饺、香酥炸萝卜）（≧?≦）！

雪中送碳：外表白白的，用黑色不知什么皮包住花生，糖，椰子粉、芝麻等等材料！味道很不错！味道比较甜！喝多几口柠茶就好了！(^O^)

三色虾饺：白色正常虾饺！黄色咖喱味虾饺！绿色好像芥末味虾饺！白色饺皮比较好吃！黄绿就有点容易烂！但是味道都不错！

酥炸萝卜糕：外脆里软！萝卜蓉里面还有虾仁，潮汕口味！味道挺正宗！不错！

咖喱味薯条：比较上火，但是味道不错，外酥里嫩！洒的是咖喱粉，旁边有配番茄酱沾着吃！但我觉得不加番茄酱更好吃！

烧鸭青瓜卷：也是炸过的，味道不错，我不怎么喜欢鸭肉，但还是 吃了！

总体感觉环境很好，服务超棒，菜品又美又好吃！?───Ｏ（≧?≦）Ｏ────?

有机会经常要过去试试其他菜品！两人消费了50元刚刚好！人均25吃美食！""",1
"""这家店相比香港其他店面的拥挤算比较宽敞的，因为主营星马菜，装修也很有其风格。客人较多，但桌位也多，不用到等位的程度。服务挺好，但是要相应收10%的服务费，结账时会给了小礼物和优惠券。
#白咖喱香茅猪扒饭# 香茅味道很浓，家人都对这个味儿很喜欢，白咖喱不像其他咖喱味道那么重淡淡的也挺好吃，猪排很大一块，整份餐十分饱足。
#脆虾棒# 虾肉剁碎了，但是吃得出虾子的新鲜，外面裹得炸物很薄很酥脆，像小吃似的。
#北海道芝心饼# 芝心超好吃，软糯拉丝看得见，外面裹得面衣薄厚正好，好吃~
#避风塘软壳蟹# 软壳蟹的这种吃法我是第一次吃到，觉得还不错，就是避风塘的做法上面有点硬，而且螃蟹处理的不是太干净，蟹壳后面的须须都没弄掉。
#冬阴功扎肉鲜虾米线# 汤有点辣，不过里面有香茅和甘叶，味道超浓，很喜欢这个味~里面的有半颗溏心蛋，吃了的人说它家的溏心蛋做得很好吃。
#自家制越南虾饼# 虾肉很瓷实，还不错，但我觉得外面有点油油的。
#石锅虾酱炒通菜# 这道菜可能是放了虾酱的缘故有点咸。""",0
